File Name,,SLOTS (8),Validation Link
mtl.pdf,,^Player can not be converted from a,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=30&page=0
mtl.pdf,to,a non-Designated Player by using,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=31&page=0
ne.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=0&page=0
ne.pdf,1,Joshua Bolma*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=1&page=0
ne.pdf,2,Dylan Borrero,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=2&page=0
ne.pdf,3,Tomás Chancalay,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=3&page=0
ne.pdf,4,Nacho Gil,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=4&page=0
ne.pdf,5,Aljaž Ivačič,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=5&page=0
ne.pdf,6,Henrich Ravas,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=6&page=0
ne.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=7&page=0
ne.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=8&page=0
ne.pdf,1,Tomás Chancalay^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=9&page=0
ne.pdf,2,Carles Gil^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=10&page=0
ne.pdf,3,Giacomo Vrioni^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=11&page=0
ne.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=12&page=0
ne.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=13&page=0
ne.pdf,1,Dylan Borrero,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=14&page=0
ne.pdf,2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=15&page=0
ne.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=16&page=0
ne.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=17&page=0
ne.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=18&page=0
ne.pdf,1,Joshua Bolma,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=19&page=0
ne.pdf,2,Damian Rivera,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=63c28722f6277d8d_8294f9a3a7ae3c59&schid=8006&row=20&page=0
nsh.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=0&page=0
nsh.pdf,1,Forster Ajago*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=1&page=0
nsh.pdf,2,Lukas MacNaughton,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=2&page=0
nsh.pdf,3,Woobens Pacius*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=3&page=0
nsh.pdf,4,Jacob Shaffelburg,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=4&page=0
nsh.pdf,5,Sam Surridge,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=5&page=0
nsh.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=6&page=0
nsh.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=7&page=0
nsh.pdf,1,Hany Mukhtar^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=8&page=0
nsh.pdf,2,Sam Surridge^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=9&page=0
nsh.pdf,3,Walker Zimmerman^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=10&page=0
nsh.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=11&page=0
nsh.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=12&page=0
nsh.pdf,1,Dru Yearwood,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=13&page=0
nsh.pdf,2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=14&page=0
nsh.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=15&page=0
nsh.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=16&page=0
nsh.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=17&page=0
nsh.pdf,1,Forster Ajago,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=18&page=0
nsh.pdf,2,Woobens Pacius,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=2c51f2b0a8317cae_8294f9a3a7ae3c59&schid=8006&row=19&page=0
ny.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=0&page=0
ny.pdf,1,Ronald Donkor,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=1&page=0
ny.pdf,2,Noah Eile,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=2&page=0
ny.pdf,3,Emil Forsberg,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=3&page=0
ny.pdf,,Dennis Gjengaar,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=4&page=0
ny.pdf,4567,Juan José Mina,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=5&page=0
ny.pdf,,Elias Manoel,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=6&page=0
ny.pdf,,Lewis Morgan,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=7&page=0
ny.pdf,8,Dante Vanzeir,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=8&page=0
ny.pdf,9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=9&page=0
ny.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=10&page=0
ny.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=11&page=0
ny.pdf,1,Emil Forsberg^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=12&page=0
ny.pdf,2,Dante Vanzeir^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=13&page=0
ny.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=14&page=0
ny.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=15&page=0
ny.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=16&page=0
ny.pdf,1,Noah Eile,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=17&page=0
ny.pdf,,Dennis Gjengaar,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=d0367ca57c16dd5f_8294f9a3a7ae3c59&schid=8006&row=18&page=0
nyc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=0&page=0
nyc.pdf,1,Mounsef Bakrar,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=1&page=0
nyc.pdf,2,Julián Fernández,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=2&page=0
nyc.pdf,,Mitja llenic,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=3&page=0
nyc.pdf,,Alonso Martínez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=4&page=0
nyc.pdf,34567,Jovan Mijatović,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=5&page=0
nyc.pdf,,Maximiliano Moralez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=6&page=0
nyc.pdf,,Agustín Ojeda,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=7&page=0
nyc.pdf,8,Birk Risa,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=8&page=0
nyc.pdf,9,Strahinja Tanasijević,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=9&page=0
nyc.pdf,10,Hannes Wolf,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=10&page=0
nyc.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=11&page=0
nyc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=12&page=0
nyc.pdf,1,Talles Magno (Young DP)^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=13&page=0
nyc.pdf,2,Thiago Martins^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=14&page=0
nyc.pdf,3,Santiago Rodríguez^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=15&page=0
nyc.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=16&page=0
nyc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=17&page=0
nyc.pdf,1,Nicolás Acevedo*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=18&page=0
nyc.pdf,2,Julián Fernández,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=19&page=0
nyc.pdf,3,Jovan Mijatović,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=20&page=0
nyc.pdf,4,Agustín Ojeda,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=21&page=0
nyc.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=22&page=0
nyc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=23&page=0
nyc.pdf,1,Nicolás Acevedo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=24&page=0
nyc.pdf,2,Thiago Andrade,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=25&page=0
nyc.pdf,,NOTES,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=26&page=0
nyc.pdf,,*Indicates player is currently,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=c6c7c00c69056bef_8294f9a3a7ae3c59&schid=8006&row=27&page=0
orl.pdf,,INTERNATIONAL SLOTS (8),https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=0&page=0
orl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=1&page=0
orl.pdf,1,Iván Angulo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=2&page=0
orl.pdf,2,David Brekalo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=3&page=0
orl.pdf,3,Wilder Cartagena,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=4&page=0
orl.pdf,4,Ramiro Enrique,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=5&page=0
orl.pdf,5,Pedro Gallese,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=6&page=0
orl.pdf,6,Shakur Mohammed,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=7&page=0
orl.pdf,7,Luis Muriel,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=8&page=0
orl.pdf,8,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=9&page=0
orl.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=10&page=0
orl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=11&page=0
orl.pdf,1,Luis Muriel^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=12&page=0
orl.pdf,2,Martín Ojeda^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=13&page=0
orl.pdf,3,Facundo Torres^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=14&page=0
orl.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=15&page=0
orl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=16&page=0
orl.pdf,1,Gastón González*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=17&page=0
orl.pdf,2,Ramiro Enrique,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=18&page=0
orl.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=19&page=0
orl.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=20&page=0
orl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=21&page=0
orl.pdf,1,Gastón González,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=22&page=0
orl.pdf,2,Luca Petrasso,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=49c24baabc65e293_8294f9a3a7ae3c59&schid=8006&row=23&page=0
phi.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=0&page=0
phi.pdf,1,Tai Baribo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=1&page=0
phi.pdf,2,Jesús Bueno,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=2&page=0
phi.pdf,3,Olwethu Makhanya,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=3&page=0
phi.pdf,4,Sanders Ngabo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=4&page=0
phi.pdf,5,Richard Odada*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=5&page=0
phi.pdf,6,Oliver Semmle,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=6&page=0
phi.pdf,7,Joaquin Torres*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=b3ac86e1b9df2701_8294f9a3a7ae3c59&schid=8006&row=7&page=0
